image_url,tweet,label
train\low\tr0_1105.jpg,Highway E18 near Drammen has light traffic with multiple lanes clear and minimal congestion.,0
train\low\tr0_1107.jpg,Traffic cameras show light vehicle activity on an empty highway during daytime hours. No significant traffic density or anomalies can be observed.,0
train\low\tr0_1111.jpg,"Roadway near water body with sparse traffic. Two cars present, no congestion.",0
train\low\tr0_1113.jpg,"Highway near Bergen, Norway has light traffic with cars spaced evenly apart, suggesting smooth flow and minimal congestion. No noticeable delays or bottlenecks present.",0
train\low\tr0_1116.jpg,"Traffic cameras capture smooth movement of vehicles on multiple lanes. Cars maintain appropriate distance from each other, suggesting disciplined driving behavior. No sign of severe congestion or noticeable delays indicates moderate traffic volume.",0
train\low\tr0_1119.jpg,"Highway E18 has light traffic with several cars driving along it. There's minimal congestion, as evidenced by the single vehicle stopped at an intersection.",0
train\low\tr0_112.jpg,"Moderate traffic density on E39 Vågsbotn I highway near Bergen, Norway. Cars maintain safe distances as they travel alongside a riverbank. No signs of congestion or unusual events observed.",0
train\low\tr0_1120.jpg,The scene shows a clear road with smooth traffic flow. Only one vehicle can be seen traveling along the two-lane highway. There is no sign of congestion or heavy traffic.,0
train\low\tr0_1121.jpg,"Traffic cameras capture smooth flow along E39 Vågsbotn 2 (91 moh) retning Arna. Vehicles move freely through multiple lanes, maintaining safe distances from one another. There's minimal congestion, ensuring efficient travel across this section of highway",0
train\low\tr0_1122.jpg,The scene shows a busy intersection during rush hour with moderate to high vehicle traffic. There appears to be no significant congestion at present but regular car movement suggests potential bottlenecks could occur soon.,0
train\low\tr0_1124.jpg,The E39 highway displays moderate traffic density with several vehicles moving forward consistently. No visible congestion or unusual events are observed within the frame,0
train\low\tr0_1125.jpg,"The scene shows an open roundabout with light traffic consisting mainly of cars and buses. There's minimal congestion at this moment, allowing vehicles to navigate smoothly around the area.",0
train\low\tr0_113.jpg,The E39 highway near Åsane has light traffic consisting of multiple lanes moving smoothly without noticeable congestion. There's minimal presence of parked cars along the side of the road.,0
train\low\tr0_1131.jpg,The E39 motorway near Åsane appears calm with light traffic consisting of just two vehicles moving smoothly through the area. There doesn’t seem to be any sign of congestion or unusual events like accidents or heavy pedestrian activity around the location,0
train\low\tr0_1135.jpg,"Traffic flows freely without congestion on two-lane road. Vehicles maintain safe distance, traveling at moderate speed. Highway appears clear and well-maintained. No obstructions or unusual events observed.",0
train\low\tr0_1136.jpg,Highway E39 near Bergen has moderate traffic density with several cars present but not congested. All lanes appear clear without noticeable bottlenecks or unusual events affecting vehicle movement.,0
train\low\tr0_1138.jpg,The scene shows a busy street with multiple lanes filled with various types of vehicles including motorcycles and trucks. Traffic appears dense but moves relatively smoothly along the road.,0
train\low\tr0_1139.jpg,A busy highway displays smooth traffic flow with minimal congestion. A few vehicles including buses and cars navigate the lanes without noticeable delays.,0
train\low\tr0_1140.jpg,The road appears clear with no visible traffic congestion at present.,0
train\low\tr0_1141.jpg,"The scene shows an open highway bridge over water during daytime. There's light traffic consisting of only two vehicles - one car and another vehicle which could possibly be a truck based on its size. Both vehicles appear to be traveling independently from each other, maintaining their own lanes. No signs of heavy traffic or congestion are evident as both vehicles maintain safe distances from each other.",0
train\low\tr0_1143.jpg,The bridge has light traffic with multiple lanes available for vehicles. There's no noticeable congestion or unusual events happening within the frame.,0
train\low\tr0_1144.jpg,The E18 highway near Vinterbro has light traffic with only one car visible on the right lane. There's no noticeable congestion or unusual events happening along this stretch of road.,0
train\low\tr0_1145.jpg,Highway E18 Lierkogen section displays light traffic with smooth flow and minimal congestion. Vehicles maintain safe distance as they travel at average speed. Conditions seem optimal for uninterrupted journey through this area.,0
train\low\tr0_1146.jpg,A single car travels down a two-lane highway without any visible congestion. A train is seen crossing behind the highway. Speed limits indicate a maximum of 56 mph (89 km/h).,0
train\low\tr0_1148.jpg,"The scene shows an open street with moderate traffic density. Two lanes run parallel on either side of the road, accommodating multiple vehicles that appear evenly spaced out across their respective lanes. A single car waits patiently near the front edge of each lane while others maintain safe distances between them. Traffic lights control movement at regular intervals ensuring smooth transitions among different sections within this urban setting.",0
train\low\tr0_1149.jpg,Webcam view shows a busy roundabout with multiple lanes filled with vehicles including several buses. Traffic appears dense but flows smoothly without significant delays. No noticeable accidents or obstructions seen.,0
train\low\tr0_115.jpg,"Traffic flows freely along multiple lanes with minimal congestion. Cars maintain safe distances as they navigate through the intersection. Despite numerous vehicles scattered throughout the scene, none exhibit noticeable delays or queueing behavior. This suggests that overall traffic density remains low and movement relatively smooth.",0
train\low\tr0_1150.jpg,A single vehicle drives along an empty highway with clear weather. There's no visible traffic congestion or unusual events.,0
train\low\tr0_1151.jpg,A busy highway features several cars and buses traveling both directions. Traffic appears dense but moves freely without significant congestion.,0
train\low\tr0_1152.jpg,"The E134 Karasundbrua Bridge has light traffic consisting of two vehicles traveling over the waterway. There is no noticeable congestion or delays, indicating smooth transportation conditions.",0
train\low\tr0_1153.jpg,The scene shows an empty street with one car driving down it. There's no visible sign of heavy traffic or any unusual events taking place.,0
train\low\tr0_1156.jpg,"The scene shows a two-lane highway devoid of heavy traffic. A solitary car travels towards the camera from the left lane while another car moves away into the distance on the opposite lane. On both sides of the road stand guardrails, providing safety measures against potential accidents. To the far right, a dumpster stands as if waiting patiently for its next duty cycle. In contrast, the sky above casts a gloomy gray hue over the entire setting.",0
train\low\tr0_1157.jpg,The scene shows an open street with two lanes where cars travel without any noticeable traffic issues. There's minimal traffic density as there's just one car present on the right lane.,0
train\low\tr0_1158.jpg,Highway E39 near Sandnes has light traffic with multiple open lanes visible from an elevated perspective. There's no noticeable congestion or unusual events occurring during this time period (2026-04-24).,0
train\low\tr0_116.jpg,A single car travels along an empty highway near a lake with mountains in the background. There's no sign of heavy traffic or congestion.,0
train\low\tr0_1160.jpg,"The image shows an empty road with no visible cars. There is also no other relevant infrastructure like buildings or sidewalks present. The only text visible is ""ArcticCircle"".",0
train\low\tr0_1161.jpg,The scene shows a two-lane highway where traffic flows steadily. Three cars can be seen driving along the right lane while another car approaches from afar on the leftmost lane. A pedestrian crossing area separates both lanes. No signs of severe congestion or any unusual events occur during this time period.,0
train\low\tr0_1162.jpg,A clear day shows a well-maintained urban area with smooth traffic flow along multiple lanes. Vehicles travel independently without any noticeable congestion or bottlenecks. The scene depicts typical daytime activity with cars navigating through the roads efficiently.,0
train\low\tr0_1164.jpg,"The E18 Svarskog (79 mph) retning Vinterbro webcam captures a clear view of a two-lane highway with light traffic. There's moderate vehicle movement, but no visible congestion or unusual events.",0
train\low\tr0_1167.jpg,The E6 Stabben highway has light traffic with three cars traveling at moderate speed without any noticeable congestion.,0
train\low\tr0_1168.jpg,The scene shows an empty highway with one red truck traveling down it. There's no visible traffic congestion or delays.,0
train\low\tr0_117.jpg,The highway has moderate traffic with several vehicles present including trucks and passenger cars. Traffic lights indicate clear passage for straight-through vehicles while other directions remain unlit. A yellow construction sign suggests ongoing development activities but does not disrupt normal traffic flow.,0
train\low\tr0_1170.jpg,Busy street scene with multiple cars and trucks. Traffic seems moderate without significant congestion. No signs of accidents or severe disruptions evident from the given view.,0
train\low\tr0_1173.jpg,The E39 Auglend ser (50 moh - remning Sandnes) displays an average traffic condition with multiple cars traveling along two distinct lanes separated by yellow lines. There's no visible congestion or unusual events taking place within the frame.,0
train\low\tr0_1175.jpg,"The scene shows an open highway with light traffic consisting of two lanes running parallel. There's minimal congestion as there are only three cars present, dispersed across both directions. No unusual events or obstructions can be observed.",0
train\low\tr0_1176.jpg,"The E18 Fiskevollbukta webcam captures an empty stretch of highway near Oslo, Norway. There's minimal traffic consisting of just one truck traveling along the right lane towards Retning. The scene indicates light vehicular activity without any noticeable congestion issues.",0
train\low\tr0_1177.jpg,The E18 motorway near Drammen displays light traffic with several cars dispersed across multiple lanes. There's no noticeable congestion or unusual events taking place within the frame.,0
train\low\tr0_1179.jpg,The E18 motorway near Drammen has light traffic with just one vehicle present. There's no sign of congestion or unusual events.,0
train\low\tr0_118.jpg,The E134 Karasundbrua Bridge displays light traffic with minimal congestion. Vehicles maintain appropriate distances as they traverse the structure over water. No noticeable abnormalities or extreme densities can be observed within the scene captured by the camera.,0
train\low\tr0_1180.jpg,"The scene shows an open highway with multiple lanes. There's moderate vehicle traffic on both sides of the road, but it doesn't appear congested. A few cars can be seen parked along one side of the street. Additionally, two motorcycles are present - one near the center-right lane and another further back towards the left edge of the frame. Overall, the traffic situation appears normal without any significant delays or bottlenecks.",0
train\low\tr0_1183.jpg,The scene shows an open highway with two lanes running parallel. There's minimal traffic; only three cars are visible traveling at different speeds along the right lane while one car moves slowly towards the left side of the frame. A telephone booth stands alone near the center-left edge of the photo.,0
train\low\tr0_1184.jpg,"Highway E39 has moderate traffic density with several cars present. All lanes are clear, and there are no visible stoppages or significant delays.",0
train\low\tr0_1185.jpg,"The scene shows an open highway with light traffic consisting mainly of one vehicle traveling along it. There's no noticeable congestion or delays, indicating smooth driving conditions.",0
train\low\tr0_1186.jpg,A two-lane highway displays smooth traffic flow with vehicles traveling at varying speeds and maintaining safe distances. No signs of congestion or unusual events can be observed.,0
train\low\tr0_1187.jpg,No vehicles visible at roundabout with multiple lanes & signs.,0
train\low\tr0_1188.jpg,Highway E18 has two lanes with smooth traffic flow. Vehicles maintain safe distance and travel at moderate speed without any noticeable congestion or obstructions.,0
train\low\tr0_119.jpg,The scene shows an almost deserted street with just one solitary vehicle parked alongside its length under clear blue skies dotted here & there with fluffy white clouds against bright sunlight illuminating everything around including trees lining both sides of said street; amidst such tranquility stands out prominently - two large red stop signs mounted high atop poles standing firmly either end closer towards intersections where they'd presumably guide drivers making turns safely onto adjacent roads without having go too far ahead first before stopping again! In contrast though these aren’t really noticeable right now because nothing else moves except perhaps some distant birds flying overhead leaving behind them trails like those seen during sunrise/sunset when sun shines directly upon earth’s surface creating beautiful effects called “glories” caused by tiny particles suspended midair being illuminated differently depending upon their size/density etc… Overall despite appearances things seem pretty normal considering how few people travel nowadays anyway thanks largely due COVID restrictions imposed worldwide over past couple years...but still nice seeing life slowly returning back into our daily routines once more after long dark winter months spent mostly indoors trying hard stay healthy while keeping spirits lifted higher than ever before felt possible even though sometimes feeling overwhelmed doesn’t help much either way so let us cherish every moment together moving forward step-by-step day-after-day until eventually reaching destination we’ve always dreamed coming true sooner rather than later hopefully soon enough! Amen? Amen indeed!!,0
train\low\tr0_1191.jpg,"Highway E6 near Moss is relatively empty during daytime hours, showing only moderate vehicle presence. There's no noticeable congestion or heavy traffic volume present.",0
train\low\tr0_1195.jpg,"There's moderate traffic along the E39 Vågsbotn 2 (91 moh) - Retning Arna route as seen from the webcam view. A single bus travels down one lane while another vehicle occupies the adjacent lane. Both lanes appear clear, indicating smooth movement of traffic. No significant disruptions or abnormalities were observed during the snapshot time.",0
train\low\tr0_1196.jpg,"The scene shows two empty roads with visible traffic signs indicating speed limits and prohibited turns. Both lanes appear clear as they lead towards buildings in the background. No vehicles are present, suggesting low traffic activity during this time period.",0
train\low\tr0_1198.jpg,No vehicles visible; road appears clear with no congestion.,0
train\low\tr0_1199.jpg,"A single vehicle travels along an empty road near a lake under clear skies during daytime. No other cars can be seen nearby, indicating low traffic density.",0
train\low\tr0_1200.jpg,The highway has two lanes and there's heavy truck traffic with multiple large vehicles present. There are also several telephone poles lining both sides of the street. The sky appears to be overcast.,0
train\low\tr0_1201.jpg,Highway E18 Lierkogen section displays light-to-moderate traffic density with multiple lanes filled by numerous vehicles. No significant disruptions or accidents are noticeable.,0
train\low\tr0_1202.jpg,A single vehicle travels along a two-lane highway with another lane appearing vacant. On both sides of the road stand signboards providing directions but they don’t seem to affect current traffic flows significantly as everything appears calm and orderly.,0
train\low\tr0_1204.jpg,The E18 highway near Fiskevollbuken has light traffic with multiple cars moving along two lanes towards Oslo. There's no noticeable congestion or unusual events taking place within the scene captured from the webcam.,0
train\low\tr0_1206.jpg,"Traffic cameras capture smooth flow along two-lane highway. Vehicles maintain safe distance, suggesting regular driving behavior. No signs of congestion or unusual events like accidents or roadblocks observed.",0
train\low\tr0_1207.jpg,A two-lane road with light traffic flows smoothly under an overpass near water. There are no signs of accidents or significant bottlenecks.,0
train\low\tr0_1209.jpg,The scene shows an empty street with two lanes each way. There's a pedestrian crossing sign visible near the center-right side of the photo. The road appears clear without any vehicles present.,0
train\low\tr0_121.jpg,Highway E39 has two lanes with smooth traffic flow. Vehicles maintain safe distance and travel at moderate speed near a mountainous area. No signs of congestion or unusual events detected.,0
train\low\tr0_1210.jpg,Traffic cameras capture smooth flow on two-lane highway. Vehicles maintain safe distance & speed. No visible congestion or obstructions.,0
train\low\tr0_1212.jpg,A busy highway scene shows multiple lanes filled with cars driving both directions. There's moderate traffic density as several cars wait their turn at an intersection while others continue along the roadway. No accidents or unusual events can be observed from the provided image snippet.,0
train\low\tr0_1213.jpg,Highway E18 near Drammen has light traffic with multiple cars traveling at various distances from each other. There's an overpass visible along the route.,0
train\low\tr0_1215.jpg,A clear view of a straight road with light traffic consisting of just two cars. No signs of heavy congestion or unusual,0
train\low\tr0_1217.jpg,"Traffic cameras capture two lanes of highway E39 near Arna, Norway. Vehicles maintain steady speed while driving along the road, separated by clear dividing lines. No noticeable accidents or heavy congestion can be observed during this time period.",0
train\low\tr0_1219.jpg,"Roundabout with moderate traffic density. Vehicles are dispersed evenly across lanes, showing no signs of bottlenecks or heavy congestion. All cars seem to be following standard driving practices without any noticeable deviations or unusual behavior.",0
train\low\tr0_122.jpg,"A two-lane highway stretches out, lined by trees on both sides. Three cars travel along the right lane while another car approaches from behind them in the leftmost lane. A solitary bus stop stands vacant next to the road. Traffic appears light, indicating either early hours or off-peak times.",0
train\low\tr0_1220.jpg,Highway E39 has two lanes with smooth traffic flow. Vehicles maintain safe distance and travel at moderate speed. No signs of congestion or unusual events observed.,0
train\low\tr0_1221.jpg,"A single vehicle travels down a two-lane street lined by buildings. At the intersection ahead, there's a green signal for straight-through and left turns, while an arrow points towards a right turn lane. No pedestrian activity can be seen.",0
train\low\tr0_1222.jpg,"Traffic cameras capture smooth flow along Eidsvåg 1 near Åsane, Norway. Vehicles maintain safe distance as they navigate through the winding highway by a serene lake setting. No visible signs of congestion or unusual events suggest well-managed traffic conditions.",0
train\low\tr0_1223.jpg,A single vehicle travels down an empty two-lane road flanked by trees. No signs of heavy traffic or unusual events can be observed.,0
train\low\tr0_1224.jpg,The scene shows an empty highway with a red bus traveling alone towards Oslo under overcast skies. There are no other vehicles visible.,0
train\low\tr0_1225.jpg,"Traffic cameras capture two lanes without any noticeable congestion. Vehicles maintain reasonable spacing between them while traveling at average speed. A single black pickup truck leads the way down the rightmost lane, followed by several cars spaced out behind it. Another car travels independently slightly farther up the second lane. Drivers seem to follow standard protocols, ensuring smooth movement across the highway.",0
train\low\tr0_1227.jpg,A clear view of a two-lane highway bridge over water shows light traffic consisting of just three cars. There's no sign of congestion or unusual events related to traffic.,0
train\low\tr0_1228.jpg,"Webcam captures a two-lane highway with light vehicle traffic. Cars travel at varying speeds and distances apart, indicating normal flow. No signs of accidents or significant delays evident. Surroundings show mountains and water, suggesting scenic route near Bergen. Traffic appears dense enough but not congested",0
train\low\tr0_1229.jpg,A single vehicle travels along an elevated highway during daytime without any noticeable traffic congestion.,0
train\low\tr0_123.jpg,The scene shows an open highway with light traffic consisting mainly of two lanes. There's minimal congestion as only one car can be seen moving along the rightmost lane while another vehicle approaches from afar towards the left side of the frame.,0
train\low\tr0_1230.jpg,The scene shows an empty street with no visible vehicles. The road appears clear without any obstructions or unusual events taking place. There's also no indication of ongoing construction activities that might affect traffic flow.,0
train\low\tr0_1231.jpg,"Traffic flows freely on E39 Fjæraangerveien with no visible congestion or parking violations. Cars travel at moderate speed, suggesting smooth movement. A ""No Stopping"" sign indicates clear roads. Recent rainfall suggests possible wet patches but doesn't affect overall traffic conditions.",0
train\low\tr0_1232.jpg,"Highway cameras capture smooth traffic flow with no noticeable congestion or delays. Vehicles navigate lanes at varying speeds while maintaining safe distances from one another. Near the waterfront, large cargo trucks blend harmoniously into the overall scene.",0
train\low\tr0_1234.jpg,Highway E39 has two lanes with smooth traffic flow. Vehicles maintain safe distance and travel at moderate speed near a mountainous area by a lake. No signs of congestion or unusual events observed.,0
train\low\tr0_1235.jpg,Traffic cameras capture several cars traveling on a two-lane road. Vehicles maintain safe distances while navigating through different areas of the road. There's no noticeable congestion or unusual events taking place within the frame.,0
train\low\tr0_1236.jpg,"Three cars drive along a two-lane highway towards a blue sign indicating ""E4/E6"". There is no heavy traffic present, suggesting low-density travel.",0
train\low\tr0_1237.jpg,"Traffic cameras capture smooth movement along the road, with cars driving at varying speeds but not causing noticeable congestion. No signs of accidents or unusual events suggest regular daily traffic flow.",0
train\low\tr0_124.jpg,"Traffic appears light, with several cars spaced out evenly across both lanes. No noticeable bottlenecks or dense clusters of vehicles can be observed. All vehicles seem to be traveling independently without any significant interaction between them. Parking spaces remain unoccupied next to the road, further supporting the notion that there isn't much vehicle activity currently present.",0
train\low\tr0_1240.jpg,"There is moderate traffic density on the E39 Kjellandsfjellet Highway. Vehicles maintain safe distances between themselves, indicating smooth movement. No signs of congestion or unusual activity suggest typical daily commuting patterns.",0
train\low\tr0_1242.jpg,Highway scene showing two lanes with light traffic density. Vehicles maintain safe distance and travel at consistent speed. No noticeable bottlenecks or unusual events present.,0
train\low\tr0_1243.jpg,"A two-lane street filled with multiple cars traveling along it. Traffic appears light, with no visible congestion or unusual events taking place.",0
train\low\tr0_1244.jpg,A highway scene shows two lanes running parallel with light traffic. There's minimal congestion as cars travel at steady speeds along their respective paths.,0
train\low\tr0_1245.jpg,"The image shows an empty highway with only one car visible on the right lane and another car further down the road. There is also a sign indicating ""E18 Svarskog (79 mph - retning Vinterbro)"". The sky appears overcast.",0
train\low\tr0_1248.jpg,Highway camera view showing smooth traffic flow with occasional trucks present. One lane closure observed on the right side. No major congestion detected.,0
train\low\tr0_1250.jpg,Highway E18 Lierkogen has two lanes with smooth traffic flow. Vehicles maintain safe distance and travel at moderate speed. No signs of congestion or obstructions present.,0
train\low\tr0_1251.jpg,The highway appears clear with no visible vehicles at the moment.,0
