tweet,tweet_id,image_url,label
这些 洋货 不 能 吃 了 爆料 丹麦 蓝罐 曲奇 也 有毒国 家 质检 总局 进口 不 合格 食品 黑榜 挪威 的 大西洋 鲑鱼 检 出 副 溶血性 弧菌 被 销毁 韩国 进口 的 乐天牌 巧克力 粒 德国 进口 的 欧尚85 黑 巧克力 均 发现 铜 超标 被 退货 或 销毁 丹麦 奇 新 蓝罐 有限公司 生产 的 曲奇饼干 大肠菌群 超标 被 销毁 北京 晚报,3489023807311520,83288705jw1dwsdyl15p3j,1
红十字会 必须 做出 解释,3570610216980905,87859e2cgw1e40o13cgiuj20pf0dvwic,1
110 已 证实 不 是 假 的 大 家 注意 家 里 有 孩子 的 大人 都 看好 了 河南省 来 了 1000 多 外地人 专偷 小孩 抢 小孩 的 郑州 已 丢 20 多 个 已 解剖 7 个 拿走 器官 安阳 也 开始 了 凡是 街上 转悠 跟 到 家 门口 楼下 就 走 了 面包车 收 粮食 的 车 收 旧 家 电 的 人 带 黑口罩 穿 黑 裤子 有 问路 的 千万 别 停下 不 要 理会 收到 的 都 传 下 这 是 事实,3865728438590506,b625ffa8jw1eu65w1hwq4j20gy0qodiv,1
真 开 打 了 求证,3489171153072934,3ee85c1bjw1dwsuvse3ezj,1
华阴市 副 市长 的 车 对 西安 警花 下 毒手 华阴市 副 市长 的 车 对 西安 警花 下 毒手 西安 警花 张昂 拦截 高官车 竟然 遭碾 断手 张昂 前日 截查 一 辆 名牌 越野车 时 司机 突然 开车 并 将 其 拖行 20 米 期间 女警 的 o网 页链 接,3558061107430414,735a3772jw1e2wms9139rj,1
帮忙 转发 求 扩散 虽然 知道 渺茫 但 希望 有 帮助 同时 更 多 在于 警戒 2013年 7月 15日 沈阳 朋友 同事 的 女儿 在 大 润发 超市 附近 被 人 拐 走 了 小 女孩 三 岁 多 能 准确 说 出 她 爸爸 的 手机 号码 这 是 我们 同事 女儿 的 照片 从 监控 上 看 是 被 一个 四十 多 岁 男人 抱 走 了 现 大人 都 急 疯 了 有 知情者 请告 之 万分 感谢 转发,3600456900681278,48f175b8jw1e6nvv5mv20j20co0hsta8,1
王平建 建议 禁止 农村 孩子 读 大学 怎 么 会 有 人 这 么 说 你 怎 么 看,3511592958286097,89671b19jw1dysdzhua11j,1
妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 未 来 星q q星 美汁 源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 有 孩子 的 都 转 下 没有 孩子 的 也 请 友情 转转 2济宁 市委 宿舍,3840539377979571,005BLhZOjw1erxsysoxffj30hp0bpt9s,1
河南 一 家 肯德基 出售 长 了 蛆 的 炸鸡 腿 引起 顾客 不 满 随后 引发 矛盾 最后 河南 市民 愤怒 的 将 该店 砸 毁德基 相关 负责人 称 损失 超过 100万 总部 将 对 闹事 人员 进行 起诉 赔偿 此 事件 曝光 后 我们 强烈 谴责 黑心 肉鸡 作坊 同时 警示 中国 人 远离 洋 垃圾 并 不 是 所有 的 外国 品牌 都 是 好 东西,3869176278117647,5355c1c6jw1euh5v8lx8jj20cn0f73zj 5355c1c6jw1euh5v8xvbzj20bk08kmxs 5355c1c6jw1euh5v93vhyj20bl0bqmy5 5355c1c6jw1euh5v9cgb4j20cl09smyf,1
大 家 快快 转载 让 小 日本 票房 为 0,3487582040484777,7b498fb7jw1dwnsdizfnlj,1
四川 大熊猫 见到 救援 人员 紧紧 抱 着 流泪,3569498403256043,63d1db5ajw1e3x4c9949bj20hs0iwq5p,1
悬挂 大陆 国旗 台湾 渔船 遭 炮轰 菲律宾 军队 中校 帕奎奥 发表 强硬 讲话 暗示 菲 海军 正是 看到 台湾 渔船 悬挂 大陆 国旗 误 以为 是 大陆 渔船 才 开枪 射击 他 告诫 周边 渔船 务必 悬挂 自己 隶属 区域 旗帜 才 是 最 安全 举措 而 幸存 台湾 渔民 则 称 一直 收听 大陆 广播 以为 大陆 国际 地位 强悍 悬挂 大陆 国旗 才 更加 安全,3577817251553431,46110911jw1e4nnqn6wbuj20c80e8ab1,1
谁 丢 了 准考证 朋友 捡 到 一个 高考 准考证 谁 认识 通知 下别 耽误 了 高考 大事 白娅倩 考点 一中 考场 013座号 11 准 考证 号 204101311／请 大 家 帮忙 互相 转发 别 耽误 了 孩子 高考 联系 电话 159350789o网 页链 接,3717173900146304,c0cfdb74jw1eh08mxpd4nj20hs0npdh6,1
奇迹 果然 出现 南 通讯社 3月 8日 19时 32分 快讯马 来 西亚 航空 公司 飞往 北京 的 mh 370 航班 在 失联 17 个 小时 后 在 北纬065515 东 经 1033443 海域 被 正在 执行 搜救 任务 的 菲律宾 海事 船 发现 　 飞机 被 发现 时机 身 破损 较 严重 但 未 解体 机舱 大部 位于 水面 以下 仅 机尾部 露出 水面 但 少部分 乘客 和 机组 人员 聚集 在 机尾部 机舱,3685964956754161,653e5ee4jw1ee8oa6imzuj20f00qoaaw,1
bbox 小贤 这 次 天津 爆炸 事件 截止 当天 下午 普通 群众 死亡 482 人 重症 监护室 52 人 没有 脱离 生命 危险 消防 大队 死亡 11 人 中队 死亡 400 多 两 次 爆炸 全部 阵亡 总计 死亡 人数 1300 多 人 爆炸 面积 约 方圆 一 公里 最近 的 一个 居民 小区 全部 被 灭 无 一生 还 而 官方 说 只 死亡 12 名 消防 官兵,3875811851510620,736f0c7ejw1ev0vm7wn11j20hs0a03zp,1
记住 啊 轮奸 要 第一 个 上 李双江 之 子 李天 一 涉嫌 强奸罪 被 批捕 李 的 76 人 律师团 领队 法律 大学 副 校长 张爱国 教授 对 媒体 表示 李天一 因 是 第一 个 与 被害 女子 发生 关系 所以 不 构成 轮奸罪 只是 以 判罚 较 轻 的 强奸罪 批捕 这 是 律师团 所有 成员 共同 努力 的 结果,3554969971612634,56737f8fjw1e2mrrtrl8ij,1
今年 315 又 有 17 种 问题 食品 曝光1兰州 拉面 2 砂 锅 粥 加料 致癌 3 来 伊份 4立顿 茶5 太子 了 奶粉 6 星 巴克 冰乐 7 东北 饺子 参老 鼠肉 8 蛋 黄派 和 榴莲 酥9 蒙牛 10 统一 奶茶 11 蛇 果 上 蜡 12可乐 13费列 巧克力 有 活 蛀虫 14 烧 烤 15 人 造 鸡蛋 16 绝育 黄瓜 17 果 粒 橙 这 是 在 服毒 吗,3555768374255791,adca4b47tw1e2pbgtl9yjj,1
紧急 通知 家 里 有 孩子 的 大人 都 看好 了 江西 进贤县 进贤 昨天 烟草 公司 旁 抢 了 两 个 小孩 温圳镇 来 了 200 多 外地人 专偷 小孩 抢 小孩 的 山里 何村 已 丢1 个 说 凡是 街上 转悠 跟 到 家 门口 楼下 就 走 了 面包车 收 粮食 的 车 收 旧 家 电 的 人 带 黑口罩 穿 黑 裤子 有 问路 的 千万 别 停下 不 要 理会 收到 的 都 传 下 这 是 事实,3864880233027130,0067nydPjw1eu3ggi4e36j30dc0nqjry,1
紧急 通知 各位 妈咪 注意 妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 未 来 星q q星 美汁 源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 有 孩子 的 都 转 下o网 页链 接,3839909301720896,005DbgtFjw1ervslpepu7j30b40b40t3,1
妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 刚 看 了 新闻 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 多 美 滋雅 培美 汁源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 不 开 心望 家 长 朋友 们 注意 了 o网 页链 接,3828331273379530,00639SK7jw1equuvv70fnj30dc0nqwf0,1
幼儿园 都 发 通知 了 家长 们 注意 啦 现在 得 白血病 的 小孩 越 来 越 多 妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 未 来 星q q星 美汁 源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 有 孩子 的 都 转 下,3843932133600650,d014483djw1es8mlrvpa1j20g40hamxp,1
这 是 一 位 94 岁 的 老奶奶 老伴 死 了 两 个 儿子 在 外 打工 每天 捡 垃圾 捡 到 凌晨 两 点 不 足 五 点 又 要 去 捡 每天 只 赚 56 块 生病 了也不去 医院 每 转 一 次 腾讯 公益 就 会 给 她 一 毛 钱 不 勉强 有 良心 的 人 自然 会 转 帮 帮 这 位 可怜 的 老人 吧 若 觉得 脏 了 你 的 微博 可以 不 转,3559500692505883,730c081egw1e318495wlyj,1
家 里 有 孩子 的 大人 都 看好 了 周集 范桥 来 了 100 多 外地人 专偷 小孩 抢 小孩 的 倪庙 已 丢俩 个人 带 黑口罩 穿 黑 裤子 有 问路 的 千万 别 停下 最近 我们 这边 被 这些 传言闹 的 人心惶惶 小朋友 们 都 不 敢 出门 了 还有 的 说 直接 上 家 里 去 抢 的 太吓人 了 求证 这 到底 是 真 的 吗平 安商 丘央 视 新闻,3857008102902496,005QhSMXjw1etecd8m3r3j30f00qoq5x,1
️️ ️ 太 好 了 卖 狗肉 违法 了 国 家 食品 药品 监督 局 11月 1日 开始 集中 受理 狗肉馆 举报 举报 电话 12331． 大 家 扩散 出去 啊 爱 狗 狗 爱 动物 养 狗 的 爱 狗 的 请 果断 转发 请 爱护 关心 帮助 伴侣 动物,3653595708485551,9151c5f2jw1ebdes5unv2j20as0dwgmm,1
安倍晋 三 正式 辞职 在 线 播放 优酷 网视 频高 清在线 观看 o网 页链 接,3883022241488985,6ac60567jw1evpc20bw1yj20b40b4q3h,1
天津 塘沽 大 爆炸 这 是 我们 一个 老师 和 她 朋友 的 微信 聊天 记录 我 没 必要 骗人 真 的 感觉 可怕 现实 版匹诺曹 别人 这样 说 我 还 不 信 结果 真是 这样,3875839362437352,0066himHjw1ev2f40ygirj30f00qotak,1
塘沽 爆炸 真相 简直 醉 人 呵呵 干什 么 去 的呵呵,3875517000473819,9b2b4fa5jw1ev1e2gvxkhj20fd07jaai 9b2b4fa5jw1ev1e2kiydlj20ee0kqdh1 9b2b4fa5jw1ev1e2nklztj20ci0m8gmb 9b2b4fa5jw1ev1e2qt1lnj20f00qo0tz 9b2b4fa5jw1ev1e2twahoj20f00qomy9 9b2b4fa5jw1ev1e2x1d89j20f00qogml 9b2b4fa5jw1ev1e31u4l0j20f00qoaas 9b2b4fa5jw1ev1e350848j20hs0hsmxo 9b2b4fa5jw1ev1e389do1j20f00qo769,1
马航 最新 消息 这个 号码 13458773821 是 mh 370 上 一 位 乘客 的 号码 能 打 通但 没 人 接大 家 给 充点 话费 别 停机 了 让 爱 传递 让 祈祷 蔓延 这个 气候 亿万万 华人 都 在 等候 别 让 这 唯一 的 信号 断掉 是 移动 的 我 就 知道 这 么 多 别 问 我 是 谁 我 是 雷锋 我 已经 冲 了 50 快 点 充 你 就 会 知道 飞机 的 下落,3689416462089369,a269cfe3jw1eejoqh6x4gj20f00qogo5,1
寻人 启事 13759695559 帮忙 扩散 今天 上午 一个 三 岁 多 小 女孩 在 锦绣 花园 小区 附近 被 人 拐 走 了 小 女孩 能 说 出 她 爸爸 的 手机 号码 从 监控 上 看 是 被 一个 四十 多 岁 男人 抱 走 了 现 大人 都 急 疯 了 有 知情者 请告 之 万分 感谢 看到 信息 的 兄弟 姐妹 留意 一下 联系人 张静杰 13759695559,3805241994720522,69d3aa3djw1eot747qr4vj20f10qot9j,1
这个 可以 有 请 大 家 5月 13 号 一定 别 进 影院 大 家 一起 为 贞子 票房 为 零 做 努力 中国 人 拍 的 金陵 十三 钗 在 日本 小鬼子 票房 为 零 小 日本 拍 的 贞子 3 d 将 于 5月 12日 在 中国 大陆 上映 而 5月 12日 既 是 南京大屠杀 纪念日 爱国 的 就 转发 吧,3569865619073816,7aef87bbjw1e3yaigyuknj20hj0oo42l,1
我校 需要 小孩 的 衣服 新 旧 不 限 四川 藏族 地区 也 是 世界 海拔 最高 的 地区 需要 四 到 十 岁 孩子 的 旧 衣服 和 鞋子 洗 干净 就 可以 因为 小朋友 衣服 少 捐 的 人 少所以 这个 岁数 的 孩子 缺 衣服 地址 甘孜藏族自治州 石渠县 西区 长沙 贡马乡 小学 邮编 627350 校长 达洼 18923491809 祈请 给 孩子 们 温暖 的 冬天,3515408722312193,6f08d871jw1dz4k84wjenj,1
优点 听说 轰动 全国 的 安徽籍 民工 秦某 在 上海市 长宁区 散落 17600 元 遭哄 抢今 查实 警方 在 秦某 取款 银行 处 查实 秦某 仅 取款 7600 元 而 非 秦某 谎称 的 17600 元 而 截至 今日 秦某 的 7600 元 已 全 返还 所以 剩下 的 一万 元 永 不 可能 出现 了 秦某 的 演技 使得 上海 声誉 受损 另 市民 仅 去 电视台 为 其 捐款 就 达 三万 余 元 转,3543185106296917,88ad5c7djw1e1l6asft1xj,1
中国 需要 这样 的 医生 比 起 那些 没 钱 就 给 停 药 的 救死扶伤 医院 比 起 那些 不 给 红包 就 刁难 患者 的 天使 她 是 真正 救死扶伤 的 最 美 医生 然而 最 美 医生 却 在 经受 着 法律 带 来 的 委屈 李芊 医生 路遇 孕妇 助 其 生产 但 事后 却 以 非法 行医 被告 上 法庭 难道 在 医院 之外 医生 就 不 是 医生 了 o网 页链 接,3812007507956173,005AQKDZgw1epes4fjeahj30f00hl40x,1
北京 时间 3月 12日 消息 在 83版西 游记 中 扮演 孙悟空 的 演员 六 小龄 童章 金莱 3月 12日 早上 八点半 病逝 于 浙江 绍兴 慈济 医院 享年 53 岁 祝愿 真正 的 美猴 王猴哥 一路 走 好 流泪 流泪 流泪 流泪 流泪 流泪 流泪 一生 很 短 要 好好 珍惜 眼前 人快 哭 了 〜〜,3555212994130285,7e209eb2jw1e2njolzavpj,1
雅安 总人口 153万 三星 苹果 富士康 三 家 共 捐款 加起 来 是 1亿 6000万 平均分 给 每个 人 是 105万 左右 现在 还 在 缺 物资 缺 钱 各 地方 各 组织 各 学校 还 在 圈 钱 钱 去 哪 了 我们 不 知道 真 的 不 知道 该 说 啥 再 加上 加多宝 集团 的 一个 亿 还 有 香港 一个 亿 我 只 想 问 钱 呢 给 老百姓 们 的 钱 呢,3574875652477787,8e7332d3jw1e4e9wpxqlej20q40iiwhq,1
最近 出现 新 骗子 让 单独 带 孩子 的 家长 帮忙 照相当 家 长 拿 着 相机 拍照 的 时候 就 会 出现 眩晕 然后 孩子 就 被 抱 走 了 沈阳 出现 两 起 深圳 也 有 妈妈 上当 各位 爸爸 和 妈妈 们 注意 下 顶 起 让 更 多 人 看到 糗百网友,3531110162192187,a7caf992jw1e0iniex202j,1
太 恐怖 了 吃 榴莲 之后 饮 可口可乐 毒 过 眼镜蛇 又 一 游客 客死 泰国 异乡 一 位 中国 游客 在 泰国 旅游 的 时候 吃 了 很多 榴莲 之后 又 喝 了 可 乐致 咖啡因 中毒 血压 飙升 结果 引发 心脏病 猝死 年 仅 28 岁 泰国 有 明确 规定 食用 大量 榴莲 后 8 小时 之内 是 不 能 饮 可口可乐 的 我 在 2东环路,3608451638473913,a5a34875jw1e7de21ri8dj20hs0qo0yf,1
爱心 传递 让 我们 一起 见证 微博 的 力量 请 帮忙 转 一下 一个 重庆 打工者 22 岁 叫 骆婕 不 知道 在什 么 地方 请 他 速 回 重庆 万州 直接 到 三峡 中心 医院 家 中 失火 父母 双 亡 弟弟 伤势 很 严重 想见 她 最后 一 面 舅舅 18716501803 爱心 接力 这个 不 转 对 不 起 自己 的 良心 重庆市 万州区 柱山镇 党委 罗 于 平托,3531952675651819,6d8450b9jw1e0lc9tl1m5j,1
让仇 和 名扬天下 的 就 是 这 张 掀起 全国 暴力 拆迁 的 着 名 照片 一 队 浩浩荡荡 人马 在 滚滚 尘土 中 奔赴 暴力 拆迁 现场 中间 穿 皮夹克 敞 着 怀大 步流星 的 宿迁 市委 县级 市 书记 仇 和 一边 是 提 着 警棍 夹 着 判决书 的 另 一边 是 扛 着 摄像机 的 后面 是 庞大 的 推土机 和 各种 拆迁 机器 准备 在 对 拆迁户 施行 专政 后 再 实行 舆论 讨伐,3821483896078291,3e03f049jw1eq90d1dr86j20ml0e3dhb,1
️ 谁 有 兴趣 领养 狗 免费 有 罗 威金 毛德 牧土 狗 番 狗 在 七 台 河马场 有 个 杀狗场 被 捣毁 有 几百 只 狗 无 人 领养 就要 安乐 死养 的 打 这个 电话 就 可以 158046503856月 15日 截止 是 免费 领养 如 领养 不 了 就 麻烦 转发 一下 救 可怜 的 狗 您 的 复制 粘贴 可以 拯救 无数 狗 狗 生命 请 为 人类 的 好 朋友 献 爱心,3720558447836645,a03ccce5jw1ehb1axl6wcj20g40c3dgt,1
帮转 转发 寻人 启事 13836689002 有 线索酬金 100万 帮忙 扩散 今天 上午 一个 2 多 岁 小 男孩 在 广州 阳光 小区 附近 被 人 拐 走 了 小 男孩 能 说 出 他 的 名字 王鹤 从 监控 上 看 是 被 一个 四十 多 岁 男人 抱 走 了 现 大人 都 急 疯 了 陈士渠,3858339568438267,5a8cab04jw1etilafpyxzj20f00qo75r,1
急 找 孩子 求 帮忙 寻人 启事 13940292999有线索酬金 10万 帮忙 扩散 今天 上午 一个 三 岁 多 小 女孩 在 干县 锦绣 花园 小区 附近 被 人 拐 走 了 小 女孩 能 说 出 她 爸爸 的 手机 号码 从 监控 上 看 是 被 一个 四十 多 岁 男人 抱 走 了 现 大人 都 急 疯 了 有 知情者 请告 之 万分 感谢 看到 信息 的 兄弟 姐妹 留意 一下 联系人 宁继春 13940292999,3832573849137539,0062XubVjw1er8e43bvh3j30dm0o775x,1
安徽 太和县 惨案 当地 政府 很 牛逼 啊 o 秒 拍视 频,3903272836608208,736f0c7ejw1exhxtg31a2j207k0dct9r,1
苍井 空 因 钓鱼岛 问题 退出 微博 称 永远 支持 日本 据 日媒 报道 苍井 空因 中 日 钓鱼岛 问题 气愤 宣布 退出 中文 微博 小编 想 说 的 是 你 真 的 可以 回去 了 中国 人民 也 是 有 底线 的 从 长江 网分 享o网 页链 接分 享自 长江 网 官方 微博,3487191655426766,4a71134djw1dwmjjh2d1uj,1
110 已 证实 不 是 假 的 大 家 注意 紧急 通知 家 里 有 孩子 的 大人 都 看好 了 江苏 来 了 1000 多 外地人 专偷 小孩 抢 小孩 的 苏州 已 丢 20 多 个 已 解剖 7 个 拿走 器官 学校 也给家长 开会 呢 说 凡是 街上 转悠 跟 到 家 门口 楼下 就 走 了 面包车 收 粮食 的 车 收 旧 家 电 的 人 带 黑口罩 穿 黑 裤子 有 问路 的 千万 别 停下 不 要 理会,3858655063327140,0065zAhijw1etjlhd49k3j30hs0hsmy9,1
请 5月 13 号 别 进 影院 一起 让 贞子 票房 为 零金陵 十三 钗 在 日本 票房 为 零 日本 拍 的 贞子 3 d 将 于 5月 12日 在 中国 大陆 上映 而 5月 12日 既 是 南京大屠杀 纪念日 谁 的 群 多 转 一下 日本 人 说 中国 人 是 垃圾 不 团结 今天 腾讯 和 日本 人 打赌 如果 在 两 周 内 转发 超过 两百万 个 群 的 话 日本 人 就是 垃圾 爱国 转发,3842019081880107,6fa1120djw1es2itg5ftnj20hs0hs75h,1
现在 得 白血病 的 小孩 越 来 越 多 妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 未 来 星q q星 美汁 源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 有 孩子 的 都 转 下 没有 孩子 的 也 请 友情 转转,3875028112581516,0065BnA0jw1euztxop90jj30ba0dw758,1
恐怖 妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 刚 看 了 新闻 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 多 美 滋雅 培美 汁源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 为 了 下一代 健康 这个 一定 要 转 癌症 已经 不 是 老年 病 啦,3801153672268097,af40bebcjw1eog5kvrnwpj20m80d7abh,1
她 叫 林桂芳 6 岁 四川 藏区 人 她 父母在 外 打工 出 一 场 意外 车祸 不 辛 遇难 留下 家 里 80 多 岁 老奶奶 和 3 岁 弟弟 冬天 到 了 可怜 的 孩子 家 里 一 件 厚 衣服 都 没有 希望 能 帮 到 她 如果 你 家 里 有 不 要 的 衣服 鞋子 新 旧 不 限 地址 四川省 甘孜 藏族 石渠县 西区 长沙 贡马乡 小学 邮编 627350 校长 达洼 15884044467 如果 没有 合适 衣服 可以 邮寄,3520347494086739,a093a169gw1dzkb57stefj,1
吃 榴莲 后 喝 可口可乐 毒 过 眼镜蛇 又 一 游客 客死 泰国 异乡 一 位 中国 游客 在 泰国 旅游 的 时候 吃 了 很多 榴莲 之后 又 喝 了 可 乐致 咖啡因 中毒 血压 飙升 结果 引发 心脏病 猝死 年 仅 28 岁 泰国 有 明确 规定 食用 大量 榴莲 后 8 小时 之内 不 能 喝 可口可乐圈 里 爱 榴莲 的 朋友 很多 转发 提醒 一下 让 所有 人 都 知道,3608749141289870,6ec54a74jw1e7ec83a7qxj20da0hsaa7,1
帮 转 妇幼 保健院 提示 您 请 不 要 给 宝宝 喝 爽歪歪 和 有 添加剂 的 牛奶 饮料 告诉 家 里 有 小孩 的 朋友 旺仔 牛奶 可口可乐 爽歪歪娃 哈哈ad 钙 奶 未 来 星q q星 美汁 源果 粒 奶 优菠 萝味 的 都 含有 肉毒杆 菌 现在 紧急 召回 有 孩子 的 都 转 下 没有 孩子 的 也 请 友情 转转,3839258911815804,b4d48669jw1ertpwkbgtmj205006hwei,1
